5.00000028143,-5.00000028143,27.0000024589 
5.00000198898,-5.00000028143,27.0000041664 
5.00801935041,-5.00019536871,27.0152337807 
5.04766859854,-5.00159897259,27.0905502767 
5.13600941149,-5.00613037621,27.2583714397 
5.28354704709,-5.01638035572,27.5386670353 
5.49803120873,-5.03548652927,27.9461595363 
5.7848235949,-5.06699589945,28.4910139717 
6.14695638271,-5.11475471657,29.1789369645 
6.58516894014,-5.18280986768,30.0112194205 
7.09808114209,-5.27532819508,30.9850746226 
7.68247041993,-5.39653203634,32.0941163438 
8.33362223559,-5.55064500968,33.3290282061 
9.04211348932,-5.74098872147,34.6714438309 
9.80496536489,-5.9723647947,36.1151067648 
10.6150104325,-6.24873260465,37.6456565351 
11.4649190455,-6.57393584028,39.2482613861 
12.3472778872,-6.95165896176,40.9077617129 
13.2547060845,-7.38539048821,42.6088647219 
14.2337923576,-7.90736976628,44.436811174 
15.1629260423,-8.46051348999,46.1622364867 
16.1037282514,-9.08274543092,47.8985320454 
17.0413236867,-9.7721181314,49.6155698858 
17.9702259988,-10.5308223746,51.3006834219 
18.8844416965,-11.3600568587,52.9401371435 
19.7783802702,-12.2603995885,54.5209058797 
20.6467927194,-13.2316763941,56.0306304033 
21.484764723,-14.2728593321,57.4577028077 
22.2876995637,-15.3819753317,58.7913382243 
23.0512925148,-16.5560182556,60.0216875203 
23.7714966892,-17.7908942595,61.1398509591 
24.4444803507,-19.0813662956,62.1379943138 
25.0665842256,-20.4210583824,63.0093761878 
25.6342805211,-21.8024812175,63.7484368069 
26.1441421898,-23.2171073097,64.35079802 
26.5928173164,-24.6554887999,64.8133452608 
26.9770137497,-26.1074248004,65.1342002272 
27.2935195932,-27.5621628861,65.3127755231 
27.539233941,-29.0086466881,65.3497678276 
27.7112351798,-30.4357873944,65.2471100844 
27.8068663659,-31.8327454948,65.0080193125 
27.8238649992,-33.1892278942,64.6369078141 
27.760509872,-34.4957713654,64.1393831746 
27.6157832862,-35.744015757,63.5221594699 
27.3895691284,-36.9269123137,62.7930777571 
27.0828441158,-38.0389285823,61.9610172823 
26.6978980693,-39.0761679398,61.0359364611 
26.2386224891,-40.0364344805,60.0290094831 
25.7110655078,-40.9192296005,58.9532478586 
25.1251821261,-41.7256358849,57.8259319663 
24.496410279,-42.4583888243,56.6706088833 
23.833465288,-43.122512023,55.4986133085 
23.2014388558,-43.6749582136,54.4164517968 
22.4985184751,-44.2289582723,53.2396272782 
21.8133002372,-44.726418025,52.112710952 
21.1518647179,-45.1841841334,51.0356686671 
20.5299845317,-45.6094795224,50.0253402548 
19.961017821,-46.0108009475,49.0945596408 
19.4574143132,-46.3961875412,48.2550918257 
19.0302850183,-46.7732617947,47.5170796406 
18.6891665881,-47.1491578406,46.8888046898 
18.4418112874,-47.5304804718,46.3764073134 
18.294016239,-47.9232778208,45.9836475305 
18.2495278018,-48.3330447747,45.7117240392 
18.3100330326,-48.7647298058,45.5592093302 
18.4751989596,-49.2227213104,45.5220599313 
18.7428347996,-49.7108578549,45.5937700874 
19.1090832032,-50.2324281754,45.7656142318 
19.5686951702,-50.7901677626,46.0269816657 
20.1152930114,-51.3862417866,46.3657522183 
20.7416606319,-52.0222519266,46.7686958133 
21.4400013707,-52.699219296,47.2218788647 
22.2021360764,-53.4175707816,47.7110228621 
23.0154835405,-54.1731843642,48.2191513703 
23.8756485363,-54.9691916855,48.7350082376 
24.7740233178,-55.8041037644,49.2450867648 
25.7020291675,-56.675905695,49.7366384039 
26.6509780848,-57.5819985903,50.1977547201 
27.6678464031,-58.5737830389,50.6416111482 
28.6276092173,-59.5338754097,51.0074429103 
29.5877647675,-60.5242664998,51.3161196495 
30.5297810427,-61.5320404212,51.5563032516 
31.4432710329,-62.5525526455,51.7218192258 
32.3162648314,-63.5799155495,51.8073297791 
33.1361231734,-64.6079478121,51.8087402132 
33.8896159822,-65.630215395,51.7231750183 
34.5631409363,-66.6401135053,51.5489710436 
35.1430103364,-67.6309895387,51.2856228548 
35.615731144,-68.5962045515,50.933738339 
35.9682542825,-69.5292083921,50.4949294206 
36.1882000342,-70.423587513,49.9717403453 
36.2639673226,-71.2730854608,49.3675042453 
36.1848259207,-72.0716575182,48.6862714228 
35.9410086579,-72.8135253451,47.932710312 
35.5239743827,-73.493327243,47.1121006493 
34.9269065662,-74.1063777021,46.2303573784 
34.1455909818,-74.6489610996,45.2942116507 
33.1798944407,-75.1187346805,44.3115864858 
32.0418927174,-75.5125155767,43.2981196017 
30.7473396432,-75.834627298,42.2643192444 
29.3364513721,-75.9754726289,41.2333602457 
27.8628636718,-75.9977253852,40.2153068896 
26.3638386396,-75.9997881023,39.2147114969 
24.870107004,-75.9999793476,38.240897276 
23.4186217959,-75.999993008,37.3061653975 
22.0484397446,-75.999993008,36.4225438246 
20.7977467302,-75.999993008,35.601073558 
19.7025207742,-75.999993008,34.8518666929 
18.7953965203,-75.999993008,34.1840961732 
18.1044528763,-75.999993008,33.6058011316 
17.6520518816,-75.999993008,33.1236410027 
17.4540703107,-75.999993008,32.7426769564 
17.5193276456,-75.999993008,32.4662011441 
